Word,Type,Pronunciation,Definition,Sentence,Synonyms,Favor
Penultimate,adj,pen ul ti mate,next to the last; of or relating to the next to the last syllable of a word,The penulitmate chapter of a book,consequent; ensuing; eventual; following; succeeding; lowest; outmost,1
Penury,noun,pehn yuh ree,an oppresive lack of resources (as money); severe poverty,"Once a famous actor, he eventually died in penury and anonymity",destitution; impoverishment,1
Perceptible,adj,per cep ti ble,(especially of a slight movement or change of state) able to be seen or noticed,A perceptible decline in public confidence,noticeable; perceivable; detectable; discernible,1
Perdition,noun,per dish un,(in Christian theology) a state of eternal punishment and damnation into which a sinful and unpenitent person passes after death,The minister told me the road to perdition was paved with the sins of mankind,damnation; eternal punishment,1
Peregrinate,verb,peh ruh gruh nayt,"to wander from place to place; to travel, especially on foot",Shivani enjoyed peregrinating the expansive ground of Central Park,journey; traverse; trek,1
Perennial,adj,per enial,lasting or existing for a long or apparently infinite time; enduring or continually recurring,Her perennial pessimism was really starting to annoy her coworkers,abiding; ageless; continuing; dateless; enduring; eternal; everlasting; immortal; imperishable; lasting; ongoing; perpetual; timeless; undying,1
Perfidious,adj,puhr fih dee uhs,willing to betray one's trust,The actress's perfidious companion revealed all of her intimate secrets to the gossip columnist,disloyal; faithless; traitorous; treacherous,1
Perfunctory,adj,pur fuhnk tuhr ee,done in a routine way; indifferent,The machine-like teller processed the transaction and gave the waiting customer a perfunctory smile,apathetic; automatic; mechanical,1
Peripatetic,adj,peh ruh puh teh tihk,"wandering from place to place, especially on foot",Eleana's peripatetic meanderings took her all over the countryside in the summer months,itinerant; nomadic; wayfaring,1
Peripheral,adj,puh-RIH-fuh-ruhl,something that is on the edge or outside of something else. It can also refer to something that is of secondary or minor importance,The peripheral characters in the book played a minor role in the plot,marginal; secondary; minor; incidental; outer; external; extraneous; ancillary,1
Permeate,verb,puhr mee ayt,to penetrate,This miraculous new cleaning fluid is able to permeate stains and dissolve them in minutes,imbue; infuse; pervade; suffuse,1
Pernicious,adj,per nish es,"having a harmful effect, especially in a gradual or subtle way; deadly",The notion that poll data are a legitimate form of news has to be one of the most pernicious tenets of late-twentieth-century American jounalism ...,harmful; damaging; destructive; injurious; hurtful; dangerous; adverse; inimical; unhealthy; bad; evil; wicked; malign; malevolent; noxious; malignant,1
Perquisite,noun,per qui site,a thing regarded as a special right or priviledge enjoyed as a result of one's position,The wife of a president has all the perquisites of stardom,gratuity; tip; gift; present; bonus; favor; reward; contribution; extra; perk,1
Perspicacious,adj,purse pic atious,of acute mental vision or discernment,"Of course, any perspicacious viewer of Rocky and Bullwinkle knew that the squirrel was the brains of the outfit",keen; shrewd; sagacious; astute,1
Pervade,verb,puhr vayd,(especially of a smell) spread through and be perceived in every part of; to permeate,"Fourspices--cumin, turmeric, coriander, and cayeene--pervade almost every Indian dish, and give the cuisine its distinctive flavor",imbue; infuse; penetrate; permeate; suffuse,1
Phalanx,noun,fay laanks,"a compact or close-knit body of people, animals, or things",A phalanx of guards stood outside the prime minister's home day and night,legion; mass,1
Phenomenon,noun,phe nom e non,an observable fact or event; an object or aspect known through the senses rather than by thought or intuition; a fact or event of scientific interest susceptible to scientific description and explanation,"For example, we talk more loudly in cars, because of a phenomenon known as the Lombard effect--the speaker involuntarily raises his voice to compensate for background noise",caution; flash; marvel; miracle; portent; prodigy; sensation; splendor; wonder,1
Philanthropy,noun,fihl aan throh pee,charity; a desire or effort to promote goodness,The Metropolitan Museum of Art owes much of its collection to the philanthropy of private collectors who willed their estates to the museum ,altruism; humanitarianism,1
Philistine,noun,FI-luh-steen,a person who is guided by materialism and is disdainful of intellectual or artistic values,She was appalled at her colleagues' philistine attitudes towards classical music,uncultured; uncivilized; uneducated; ignorant; boorish; barbarous; unrefined; unsophisticated; crass; vulgar,1
Philosophy,noun,fi-los-uh-fee,"Philosophy is the study of fundamental questions about existence, knowledge, ethics, reason, mind, and language. It is a branch of study that seeks to understand the nature of reality and the meaning of life, among other topics","Broadly speaking, philosophy has three concerns: how the world hangs together, how our beliefs can be justified, and how to live",metaphysics; epistemology; ethics; logic; aesthetics,1
Phlegmatic,adj,fleg-mat-ik,"a person who is calm, unemotional, and not easily excited or angered","Despite facing a crisis, John remained phlegmatic and kept his composure",apathetic; calm; emotionless; impassive; indifferent; passionless; unemotional,1
Phoneme,noun,pho neme,"any of the perceptually distinct units of sound in a specified language that distinguish one word from another, ex: p, b, d, and t in the English words pad, pat, bad, and bat",This involves breaking up speech samples into distinct sounds (known as phonemes) and then stitching them back together to form new words and sentences,ABCs; characters; elements; fundamentals; ideograph; morphemes; pictograph; signs; symbols,1
Pithy,adj,pih thee,"profound or substantial yet concise, succinct, and to the point",Martha's pithy comments during the interview must have been impressive because she got the job,brief; compact; laconic; terse,1
Placate,verb,pla-kate,to soothe or pacify,The manager tried to placate the upset customer by offering a full refund and a complimentary gift card,appease; pacify; mollify; assuage; soothe,1
Plaintive,adj,plain tive,sounding sad and mournful,A plaintive cry,mournful; sad; pitiful; piteous; unhappy; heartbroken; forlorn; disconsolate,1
Plastic,adj,plaa stihk,"able to be molded, altered, or bent",The new material was very plastic and could be formed into products of vastly different shape ,adaptable; ductile; malleable; pliant,1
Platonic,adj,pleh tonic ,"(of love or friendship) intimate and affectionate but not sexual; of, relating to, or characteristic of Plato or Platonism","Depite their feelings, Jane said the two remained platonic for many yearas",transcendend; utopian; ideal; freindly,1
Plebeian,adj,plee bee uhn,crude or coarse; characteristic of commoners; (Rome) a commoner,"After five weeks of rigorous studying, the graduate settled in for a weekend of plebeian socializing and television watching",conventional; unrefined,1
Plethora,noun,pleh thor uh,excess,"Assuming that more was better, the defendant offered the judge a plethora of excuses",glut; overabundance; superfluity; surfeit,1
Plucky,adj,pluh kee,courageous; spunky,"The plucky young nurse dove into the foxhole, determined to help the wounded soldier",brave; bold; gutsy,1
Pointillistic,adj,poin til lis tic,composed of many discrete details or parts,"Webber takes pointillistic dabs and flickers, volleys between trombone and piano, say, and conjures a solid rhythmic and melodic substance out of what at first sounds totally slippery and liquid",structures; discrete; defined; made; composed; marked; merriam; distinct; patterns; form,1
Polemic,noun,puh leh mihk,controversy; argument; verbal attack,The candidate's polemic against his opponent was vicious and small-minded rather than convincing and well-reasoned,denunciation; refutation,1
Politic,adj,pah lih tihk,shrewd and practical in managing or dealing with things; diplomatic,She was wise to curb her tongue and was able to explain her problem to the judge in a respectful and politic manner,tactful,1
